Site, SiteNumber, Seconds, DateTime, Latitude, Longitude, Hsig, Hmax, Tp, Tz, SST, Direction, Current Speed, Current Direction
Bilinga,4224,1665792000,2022-10-15T10:00:00,-28.14285,153.51174,1.070,1.610,13.330,6.860,21.21,72.58,0.04,9.49
Bilinga,4224,1665793800,2022-10-15T10:30:00,-28.14285,153.51180,0.990,1.680,13.330,6.770,21.21,69.15,0.03,315.43
Bilinga,4224,1665795600,2022-10-15T11:00:00,-28.14292,153.51174,1.150,1.960,13.330,6.940,21.25,70.64,0.04,248.53
Bilinga,4224,1665797400,2022-10-15T11:30:00,-28.14298,153.51169,1.120,1.510,12.500,6.790,21.25,66.60,0.06,272.00
Bilinga,4224,1665799200,2022-10-15T12:00:00,-28.14304,153.51176,1.000,1.860,13.330,5.940,21.30,71.88,0.03,305.32
Bilinga,4224,1665801000,2022-10-15T12:30:00,-28.14305,153.51167,1.120,1.900,12.500,6.250,21.25,70.56,0.01,181.36
Bilinga,4224,1665802800,2022-10-15T13:00:00,-28.14307,153.51171,1.090,2.340,13.330,5.940,21.25,71.08,0.05,215.38
Bilinga,4224,1665804600,2022-10-15T13:30:00,-28.14307,153.51178,1.310,2.110,12.500,6.590,21.30,68.62,0.04,134.33
Bilinga,4224,1665806400,2022-10-15T14:00:00,-28.14307,153.51176,1.150,2.020,12.500,6.040,21.25,71.35,0.01,189.01
Bilinga,4224,1665808200,2022-10-15T14:30:00,-28.14307,153.51169,1.120,1.850,13.330,5.900,21.25,68.89,0.03,123.25
Bilinga,4224,1665810000,2022-10-15T15:00:00,-28.14311,153.51176,1.050,1.810,12.500,5.870,21.30,69.94,0.03,202.73
Bilinga,4224,1665811800,2022-10-15T15:30:00,-28.14302,153.51159,1.110,1.780,12.500,5.970,21.34,68.89,0.02,152.09
Bilinga,4224,1665813600,2022-10-15T16:00:00,-28.14313,153.51144,0.970,1.740,12.500,5.610,21.34,73.72,0.08,201.58
Bilinga,4224,1665815400,2022-10-15T16:30:00,-28.14319,153.51154,1.120,1.930,12.500,6.270,21.34,70.47,0.10,186.29
Bilinga,4224,1665817200,2022-10-15T17:00:00,-28.14319,153.51161,0.990,1.620,11.760,5.830,21.34,75.39,0.07,170.64
Bilinga,4224,1665819000,2022-10-15T17:30:00,-28.14319,153.51171,1.170,2.140,12.500,6.510,21.34,72.14,0.10,134.86
Bilinga,4224,1665820800,2022-10-15T18:00:00,-28.14317,153.51180,1.040,1.760,13.330,6.000,21.30,76.01,0.09,152.88
Bilinga,4224,1665822600,2022-10-15T18:30:00,-28.14313,153.51184,1.070,1.820,13.330,6.300,21.25,76.62,0.09,157.89
Bilinga,4224,1665824400,2022-10-15T19:00:00,-28.14313,153.51186,1.060,1.680,13.330,6.360,21.25,75.30,0.10,159.82
Bilinga,4224,1665826200,2022-10-15T19:30:00,-28.14313,153.51186,1.000,1.490,12.500,5.850,21.30,75.48,0.12,154.73
Bilinga,4224,1665828000,2022-10-15T20:00:00,-28.14315,153.51186,1.040,1.790,12.500,6.150,21.34,79.08,0.11,158.86
Bilinga,4224,1665829800,2022-10-15T20:30:00,-28.14319,153.51182,1.010,1.790,12.500,5.410,21.34,76.53,0.12,158.24
Bilinga,4224,1665831600,2022-10-15T21:00:00,-28.14320,153.51184,1.090,2.050,13.330,6.160,21.34,80.31,0.09,162.99
Bilinga,4224,1665833400,2022-10-15T21:30:00,-28.14319,153.51184,1.000,1.860,12.500,5.700,21.30,79.70,0.16,147.60
Bilinga,4224,1665835200,2022-10-15T22:00:00,-28.14317,153.51189,0.990,1.690,12.500,5.500,21.25,80.31,0.15,148.57
Bilinga,4224,1665837000,2022-10-15T22:30:00,-28.14317,153.51191,1.050,1.800,12.500,6.300,21.25,80.84,0.15,141.54
Bilinga,4224,1665838800,2022-10-15T23:00:00,-28.14315,153.51191,0.960,1.690,13.330,6.100,21.25,79.70,0.13,139.52
Bilinga,4224,1665840600,2022-10-15T23:30:00,-28.14317,153.51189,1.040,1.750,12.500,6.380,21.25,80.58,0.10,141.54
Bilinga,4224,1665842400,2022-10-16T00:00:00,-28.14319,153.51184,0.910,1.470,12.500,6.080,21.25,77.24,0.09,143.47
Bilinga,4224,1665844200,2022-10-16T00:30:00,-28.14322,153.51178,1.050,2.030,13.330,6.840,21.25,74.78,0.10,118.51
Bilinga,4224,1665846000,2022-10-16T01:00:00,-28.14320,153.51178,0.960,1.740,12.500,6.640,21.21,76.97,0.09,136.44
Bilinga,4224,1665847800,2022-10-16T01:30:00,-28.14319,153.51178,0.890,1.480,12.500,6.380,21.21,76.27,0.09,126.59
Bilinga,4224,1665849600,2022-10-16T02:00:00,-28.14320,153.51169,0.920,1.380,12.500,6.890,21.21,73.11,0.09,116.22
Bilinga,4224,1665851400,2022-10-16T02:30:00,-28.14319,153.51167,0.960,1.840,11.760,6.850,21.21,76.01,0.10,96.97
Bilinga,4224,1665853200,2022-10-16T03:00:00,-28.14317,153.51167,0.940,1.450,12.500,6.800,21.21,74.78,0.05,97.05
Bilinga,4224,1665855000,2022-10-16T03:30:00,-28.14317,153.51159,0.890,1.450,12.500,6.970,21.21,75.13,0.09,91.78
Bilinga,4224,1665856800,2022-10-16T04:00:00,-28.14317,153.51159,0.880,1.600,12.500,6.990,21.21,75.83,0.03,84.13
Bilinga,4224,1665858600,2022-10-16T04:30:00,-28.14317,153.51161,0.880,1.390,12.500,6.830,21.21,74.69,0.05,89.32
Bilinga,4224,1665860400,2022-10-16T05:00:00,-28.14315,153.51167,0.950,1.450,12.500,7.550,21.21,74.86,0.05,97.93
Bilinga,4224,1665862200,2022-10-16T05:30:00,-28.14313,153.51174,0.970,1.480,12.500,7.080,21.21,76.18,0.05,118.86
Bilinga,4224,1665864000,2022-10-16T06:00:00,-28.14313,153.51176,0.930,1.620,12.500,6.880,21.21,75.30,0.04,126.33
Bilinga,4224,1665865800,2022-10-16T06:30:00,-28.14313,153.51178,0.930,1.860,11.110,6.780,21.21,75.13,0.04,121.93
Bilinga,4224,1665867600,2022-10-16T07:00:00,-28.14315,153.51176,0.920,1.400,12.500,6.960,21.25,73.11,0.06,132.92
Bilinga,4224,1665869400,2022-10-16T07:30:00,-28.14313,153.51178,0.880,1.480,12.500,6.280,21.25,76.27,0.03,92.84
Bilinga,4224,1665871200,2022-10-16T08:00:00,-28.14315,153.51176,0.840,1.240,12.500,6.620,21.38,73.11,0.03,108.66
Bilinga,4224,1665873000,2022-10-16T08:30:00,-28.14317,153.51176,0.950,1.530,12.500,6.740,21.56,73.55,0.03,118.77
Bilinga,4224,1665874800,2022-10-16T09:00:00,-28.14319,153.51174,0.910,1.400,12.500,6.630,21.61,73.98,0.05,136.18
Bilinga,4224,1665876600,2022-10-16T09:30:00,-28.14320,153.51174,1.000,1.490,12.500,6.950,21.61,75.22,0.05,189.80
Bilinga,4224,1665878400,2022-10-16T10:00:00,-28.14320,153.51176,1.020,1.560,11.110,6.550,21.52,75.66,0.05,171.78
Bilinga,4224,1665880200,2022-10-16T10:30:00,-28.14319,153.51176,0.920,1.440,11.760,6.760,21.65,74.86,0.07,162.64
Bilinga,4224,1665882000,2022-10-16T11:00:00,-28.14322,153.51176,0.890,1.440,12.500,6.250,21.78,80.31,0.10,160.88
Bilinga,4224,1665883800,2022-10-16T11:30:00,-28.14323,153.51176,0.910,1.440,12.500,6.240,21.92,80.14,0.12,155.25
Bilinga,4224,1665885600,2022-10-16T12:00:00,-28.14325,153.51176,0.920,1.580,12.500,5.940,21.83,83.48,0.12,165.63
Bilinga,4224,1665887400,2022-10-16T12:30:00,-28.14325,153.51176,0.920,1.590,12.500,5.820,21.78,74.16,0.08,146.46
Bilinga,4224,1665889200,2022-10-16T13:00:00,-28.14322,153.51182,0.980,1.580,12.500,5.840,21.69,81.81,0.12,133.36
Bilinga,4224,1665891000,2022-10-16T13:30:00,-28.14323,153.51178,0.890,1.670,11.760,5.360,21.61,80.49,0.10,134.33
Bilinga,4224,1665892800,2022-10-16T14:00:00,-28.14326,153.51169,0.930,1.610,11.760,5.450,21.69,78.29,0.09,164.84
Bilinga,4224,1665894600,2022-10-16T14:30:00,-28.14325,153.51171,0.900,1.530,12.500,5.030,21.61,79.35,0.12,165.63
Bilinga,4224,1665896400,2022-10-16T15:00:00,-28.14326,153.51169,0.900,1.600,12.500,5.090,21.56,78.38,0.08,153.85
Bilinga,4224,1665898200,2022-10-16T15:30:00,-28.14325,153.51171,0.950,1.710,11.760,5.220,21.56,79.96,0.12,150.77
Bilinga,4224,1665900000,2022-10-16T16:00:00,-28.14323,153.51174,0.940,1.530,11.760,5.300,21.52,73.55,0.11,160.00
Bilinga,4224,1665901800,2022-10-16T16:30:00,-28.14323,153.51174,0.880,1.470,11.760,4.950,21.47,80.23,0.08,158.07
Bilinga,4224,1665903600,2022-10-16T17:00:00,-28.14323,153.51171,0.900,1.660,11.760,5.080,21.43,80.40,0.10,147.60
Bilinga,4224,1665905400,2022-10-16T17:30:00,-28.14322,153.51176,0.850,1.740,11.760,4.850,21.47,78.38,0.07,146.64
Bilinga,4224,1665907200,2022-10-16T18:00:00,-28.14322,153.51174,0.910,1.830,11.760,5.060,21.43,78.20,0.08,104.18
Bilinga,4224,1665909000,2022-10-16T18:30:00,-28.14323,153.51169,0.930,1.530,11.760,5.510,21.38,77.59,0.04,159.03
Bilinga,4224,1665910800,2022-10-16T19:00:00,-28.14323,153.51169,0.950,1.580,11.760,5.580,21.38,80.49,0.06,127.47
Bilinga,4224,1665912600,2022-10-16T19:30:00,-28.14322,153.51171,0.840,1.470,11.110,5.200,21.34,76.97,0.05,165.54
Bilinga,4224,1665914400,2022-10-16T20:00:00,-28.14322,153.51171,0.830,1.470,10.530,5.200,21.34,76.36,0.04,168.44
Bilinga,4224,1665916200,2022-10-16T20:30:00,-28.14323,153.51165,0.800,1.680,11.760,4.800,21.34,76.89,0.04,153.05
Bilinga,4224,1665918000,2022-10-16T21:00:00,-28.14325,153.51167,0.820,1.780,11.760,4.810,21.34,78.47,0.06,165.27
Bilinga,4224,1665919800,2022-10-16T21:30:00,-28.14325,153.51163,0.790,1.360,10.530,4.720,21.34,80.31,0.05,181.27
Bilinga,4224,1665921600,2022-10-16T22:00:00,-28.14323,153.51159,0.840,1.360,11.760,5.120,21.34,75.57,0.05,112.97
Bilinga,4224,1665923400,2022-10-16T22:30:00,-28.14325,153.51154,0.820,1.440,12.500,4.880,21.34,73.98,0.05,100.84
Bilinga,4224,1665925200,2022-10-16T23:00:00,-28.14323,153.51152,0.850,1.360,11.110,5.070,21.38,79.17,0.03,126.07
Bilinga,4224,1665927000,2022-10-16T23:30:00,-28.14323,153.51154,0.810,1.240,11.760,5.030,21.38,76.89,0.05,123.78
Bilinga,4224,1665928800,2022-10-17T00:00:00,-28.14322,153.51159,0.770,1.300,11.760,4.970,21.47,76.45,0.03,100.57
Bilinga,4224,1665930600,2022-10-17T00:30:00,-28.14323,153.51154,0.750,1.440,11.760,4.770,21.47,77.59,0.02,47.12
Bilinga,4224,1665932400,2022-10-17T01:00:00,-28.14325,153.51150,0.770,1.560,11.760,4.940,21.47,76.36,0.03,114.81
Bilinga,4224,1665934200,2022-10-17T01:30:00,-28.14322,153.51159,0.780,1.310,11.760,5.200,21.47,77.41,0.02,147.16
Bilinga,4224,1665936000,2022-10-17T02:00:00,-28.14319,153.51169,0.820,1.440,11.760,5.680,21.47,77.68,0.02,90.20
Bilinga,4224,1665937800,2022-10-17T02:30:00,-28.14317,153.51176,0.820,1.420,11.110,5.660,21.43,75.66,0.05,94.42
Bilinga,4224,1665939600,2022-10-17T03:00:00,-28.14311,153.51184,0.810,1.260,11.760,5.840,21.38,74.95,0.08,81.23
Bilinga,4224,1665941400,2022-10-17T03:30:00,-28.14310,153.51191,0.770,1.380,11.760,5.920,21.43,74.51,0.06,79.47
Bilinga,4224,1665943200,2022-10-17T04:00:00,-28.14313,153.51180,0.750,1.320,11.760,5.670,21.43,76.27,0.08,75.52
Bilinga,4224,1665945000,2022-10-17T04:30:00,-28.14317,153.51171,0.740,1.310,11.760,5.960,21.47,75.30,0.05,58.90
Bilinga,4224,1665946800,2022-10-17T05:00:00,-28.14313,153.51176,0.810,1.380,11.760,6.070,21.47,75.66,0.04,68.31
Bilinga,4224,1665948600,2022-10-17T05:30:00,-28.14313,153.51176,0.730,1.100,11.110,6.080,21.38,75.66,0.02,15.91
Bilinga,4224,1665950400,2022-10-17T06:00:00,-28.14311,153.51178,0.710,1.390,11.110,5.780,21.47,71.79,0.01,332.22
Bilinga,4224,1665952200,2022-10-17T06:30:00,-28.14313,153.51178,0.760,1.140,11.760,6.360,21.43,77.41,0.03,5.63
Bilinga,4224,1665954000,2022-10-17T07:00:00,-28.14315,153.51174,0.770,1.280,11.760,6.460,21.43,76.09,0.04,31.91
Bilinga,4224,1665955800,2022-10-17T07:30:00,-28.14315,153.51176,0.710,1.100,11.760,6.670,21.43,74.86,0.03,0.26
Bilinga,4224,1665957600,2022-10-17T08:00:00,-28.14311,153.51184,0.710,1.170,11.760,6.620,21.43,75.83,0.04,53.71
Bilinga,4224,1665959400,2022-10-17T08:30:00,-28.14311,153.51184,0.720,1.240,11.760,6.630,21.43,72.75,0.03,82.11
Bilinga,4224,1665961200,2022-10-17T09:00:00,-28.14313,153.51182,0.760,1.150,10.530,6.750,21.47,73.63,0.02,146.55
Bilinga,4224,1665963000,2022-10-17T09:30:00,-28.14313,153.51184,0.770,1.230,10.000,7.120,21.61,74.42,0.03,18.81
Bilinga,4224,1665964800,2022-10-17T10:00:00,-28.14313,153.51184,0.730,1.230,9.520,6.930,21.56,77.24,0.02,69.54
Bilinga,4224,1665966600,2022-10-17T10:30:00,-28.14317,153.51182,0.770,1.270,11.760,6.830,21.61,74.42,0.04,102.95
Bilinga,4224,1665968400,2022-10-17T11:00:00,-28.14317,153.51178,0.810,1.230,11.110,7.440,21.69,74.34,0.03,156.92
Bilinga,4224,1665970200,2022-10-17T11:30:00,-28.14315,153.51184,0.810,1.220,11.760,6.780,21.87,73.19,0.03,168.18
Bilinga,4224,1665972000,2022-10-17T12:00:00,-28.14317,153.51182,0.760,1.090,11.110,6.910,21.74,76.09,0.04,163.52
Bilinga,4224,1665973800,2022-10-17T12:30:00,-28.14319,153.51184,0.700,1.140,11.110,6.780,21.69,79.17,0.07,179.08
Bilinga,4224,1665975600,2022-10-17T13:00:00,-28.14317,153.51186,0.740,1.150,11.760,6.690,21.61,79.52,0.12,131.69
Bilinga,4224,1665977400,2022-10-17T13:30:00,-28.14315,153.51189,0.770,1.310,10.530,6.650,21.69,77.50,0.12,127.21
Bilinga,4224,1665979200,2022-10-17T14:00:00,-28.14313,153.51191,0.770,1.450,11.110,7.140,21.61,81.28,0.13,131.25
Bilinga,4224,1665981000,2022-10-17T14:30:00,-28.14315,153.51191,0.750,1.150,11.110,7.010,21.65,80.05,0.13,119.47
Bilinga,4224,1665982800,2022-10-17T15:00:00,-28.14317,153.51186,0.810,1.100,11.110,6.750,21.61,79.26,0.16,142.77
Bilinga,4224,1665984600,2022-10-17T15:30:00,-28.14320,153.51180,0.800,1.270,11.110,5.490,21.56,80.05,0.10,114.11
Bilinga,4224,1665986400,2022-10-17T16:00:00,-28.14322,153.51176,0.700,1.310,11.110,4.660,21.47,74.25,0.12,154.81
Bilinga,4224,1665988200,2022-10-17T16:30:00,-28.14323,153.51178,0.790,1.380,11.110,4.520,21.47,79.52,0.13,151.21
Bilinga,4224,1665990000,2022-10-17T17:00:00,-28.14325,153.51171,0.750,1.370,11.110,4.070,21.47,75.74,0.11,148.31
Bilinga,4224,1665991800,2022-10-17T17:30:00,-28.14325,153.51169,0.800,1.530,11.110,4.280,21.47,79.17,0.11,149.10
Bilinga,4224,1665993600,2022-10-17T18:00:00,-28.14323,153.51171,0.810,1.380,11.110,4.020,21.47,77.24,0.14,149.36
Bilinga,4224,1665995400,2022-10-17T18:30:00,-28.14328,153.51171,0.910,1.640,11.110,4.140,21.47,82.07,0.13,147.43
Bilinga,4224,1665997200,2022-10-17T19:00:00,-28.14325,153.51171,0.940,1.480,11.110,4.030,21.38,79.61,0.12,141.63
Bilinga,4224,1665999000,2022-10-17T19:30:00,-28.14325,153.51169,1.030,1.900,10.530,4.390,21.38,76.80,0.09,152.62
Bilinga,4224,1666000800,2022-10-17T20:00:00,-28.14322,153.51176,1.000,1.790,11.110,4.120,21.38,72.84,0.11,167.30
Bilinga,4224,1666002600,2022-10-17T20:30:00,-28.14319,153.51169,0.970,1.800,11.110,4.220,21.25,76.36,0.09,235.87
Bilinga,4224,1666004400,2022-10-17T21:00:00,-28.14322,153.51174,1.000,1.750,11.110,4.150,21.21,82.78,0.09,212.04
Bilinga,4224,1666006200,2022-10-17T21:30:00,-28.14323,153.51176,1.000,1.650,11.110,4.000,21.21,79.00,0.16,176.26
Bilinga,4224,1666008000,2022-10-17T22:00:00,-28.14322,153.51180,1.010,1.520,11.110,4.290,21.21,85.33,0.12,166.33
Bilinga,4224,1666009800,2022-10-17T22:30:00,-28.14322,153.51186,0.970,1.530,11.110,4.480,21.12,85.50,0.16,158.59
Bilinga,4224,1666011600,2022-10-17T23:00:00,-28.14319,153.51191,0.920,1.690,11.110,4.700,21.08,84.89,0.16,135.74
Bilinga,4224,1666013400,2022-10-17T23:30:00,-28.14315,153.51195,0.880,1.610,11.110,4.810,20.99,82.78,0.18,105.49
Bilinga,4224,1666015200,2022-10-18T00:00:00,-28.14313,153.51197,0.990,1.610,11.110,5.480,20.99,81.98,0.14,93.80
Bilinga,4224,1666017000,2022-10-18T00:30:00,-28.14313,153.51193,0.930,1.540,10.530,5.270,21.08,78.82,0.10,108.13
Bilinga,4224,1666018800,2022-10-18T01:00:00,-28.14313,153.51189,0.890,1.420,10.000,5.280,21.08,79.44,0.06,80.26
Bilinga,4224,1666020600,2022-10-18T01:30:00,-28.14315,153.51178,0.820,1.470,10.530,5.220,21.12,80.58,0.04,88.97
Bilinga,4224,1666022400,2022-10-18T02:00:00,-28.14313,153.51171,0.860,1.240,10.530,5.850,21.12,80.49,0.01,93.27
Bilinga,4224,1666024200,2022-10-18T02:30:00,-28.14310,153.51161,0.850,1.280,10.530,5.860,21.08,75.22,0.02,342.07
Bilinga,4224,1666026000,2022-10-18T03:00:00,-28.14305,153.51148,0.880,1.410,11.110,6.300,21.08,78.56,0.01,301.10
Bilinga,4224,1666027800,2022-10-18T03:30:00,-28.14307,153.51154,0.860,1.420,11.110,6.070,21.12,79.52,0.04,283.69
Bilinga,4224,1666029600,2022-10-18T04:00:00,-28.14305,153.51161,0.830,1.430,11.110,6.200,21.12,78.12,0.02,267.60
Bilinga,4224,1666031400,2022-10-18T04:30:00,-28.14304,153.51165,0.850,1.320,10.000,6.220,21.12,77.15,0.02,120.88
Bilinga,4224,1666033200,2022-10-18T05:00:00,-28.14305,153.51163,0.880,1.660,10.530,6.750,21.12,76.71,0.02,14.68
Bilinga,4224,1666035000,2022-10-18T05:30:00,-28.14304,153.51154,0.770,1.120,10.530,6.670,21.08,75.57,0.04,90.46
Bilinga,4224,1666036800,2022-10-18T06:00:00,-28.14292,153.51154,0.860,1.470,13.330,6.820,21.12,75.04,0.04,344.26
Bilinga,4224,1666038600,2022-10-18T06:30:00,-28.14259,153.51169,0.910,1.350,13.330,7.330,21.12,75.83,0.09,1.23
Bilinga,4224,1666040400,2022-10-18T07:00:00,-28.14248,153.51165,0.880,1.630,10.530,6.840,21.16,77.94,0.08,353.85
Bilinga,4224,1666042200,2022-10-18T07:30:00,-28.14244,153.51154,0.930,1.650,13.330,6.620,21.12,75.83,0.08,334.95
Bilinga,4224,1666044000,2022-10-18T08:00:00,-28.14245,153.51141,0.970,1.820,13.330,6.830,21.12,76.01,0.06,312.53
Bilinga,4224,1666045800,2022-10-18T08:30:00,-28.14250,153.51131,0.950,1.480,13.330,6.600,21.08,73.55,0.08,316.84
Bilinga,4224,1666047600,2022-10-18T09:00:00,-28.14247,153.51120,0.970,1.600,11.110,6.540,21.12,78.29,0.08,301.80
Bilinga,4224,1666049400,2022-10-18T09:30:00,-28.14259,153.51120,0.930,1.720,12.500,6.240,21.12,78.56,0.09,319.30
Bilinga,4224,1666051200,2022-10-18T10:00:00,-28.14270,153.51111,1.020,1.670,12.500,6.310,21.25,75.22,0.08,293.27
Bilinga,4224,1666053000,2022-10-18T10:30:00,-28.14292,153.51109,1.020,1.840,12.500,6.380,21.38,77.41,0.06,269.36
Bilinga,4224,1666054800,2022-10-18T11:00:00,-28.14315,153.51133,1.010,1.700,12.500,5.860,21.74,77.85,0.07,277.63
Bilinga,4224,1666056600,2022-10-18T11:30:00,-28.14320,153.51139,1.020,1.600,12.500,6.160,21.61,76.27,0.06,263.38
Bilinga,4224,1666058400,2022-10-18T12:00:00,-28.14320,153.51133,1.040,1.900,11.760,5.970,21.56,75.13,0.06,267.16
Bilinga,4224,1666060200,2022-10-18T12:30:00,-28.14320,153.51131,1.090,2.250,12.500,5.780,21.61,77.68,0.09,231.38
Bilinga,4224,1666062000,2022-10-18T13:00:00,-28.14325,153.51135,0.980,1.740,12.500,5.020,21.52,78.91,0.10,230.42
Bilinga,4224,1666063800,2022-10-18T13:30:00,-28.14326,153.51139,1.020,1.810,11.760,5.290,21.56,81.63,0.12,210.90
Bilinga,4224,1666065600,2022-10-18T14:00:00,-28.14328,153.51152,1.110,1.710,12.500,5.630,21.56,78.12,0.09,198.15
Bilinga,4224,1666067400,2022-10-18T14:30:00,-28.14326,153.51161,0.980,1.690,12.500,4.850,21.56,79.88,0.09,172.13
Bilinga,4224,1666069200,2022-10-18T15:00:00,-28.14325,153.51169,1.000,1.620,12.500,5.150,21.52,86.38,0.07,139.25
Bilinga,4224,1666071000,2022-10-18T15:30:00,-28.14322,153.51178,1.010,1.830,11.760,4.620,21.52,84.62,0.08,146.64
Bilinga,4224,1666072800,2022-10-18T16:00:00,-28.14322,153.51178,1.000,1.670,13.330,5.300,21.47,84.09,0.11,145.05
Bilinga,4224,1666074600,2022-10-18T16:30:00,-28.14320,153.51184,1.120,1.800,12.500,5.730,21.47,84.53,0.07,103.91
Bilinga,4224,1666076400,2022-10-18T17:00:00,-28.14320,153.51182,1.010,1.790,11.110,5.110,21.47,85.85,0.10,102.42
Bilinga,4224,1666078200,2022-10-18T17:30:00,-28.14320,153.51184,0.950,1.850,12.500,4.860,21.47,82.42,0.11,112.62
Bilinga,4224,1666080000,2022-10-18T18:00:00,-28.14320,153.51182,0.880,1.640,11.760,4.550,21.52,86.03,0.11,95.12
Bilinga,4224,1666081800,2022-10-18T18:30:00,-28.14319,153.51180,0.970,1.720,13.330,4.880,21.52,82.86,0.07,85.63
Bilinga,4224,1666083600,2022-10-18T19:00:00,-28.14320,153.51176,0.970,1.580,13.330,4.980,21.47,83.39,0.01,132.57
Bilinga,4224,1666085400,2022-10-18T19:30:00,-28.14322,153.51174,0.950,1.790,11.760,4.890,21.47,84.62,0.03,172.22
Bilinga,4224,1666087200,2022-10-18T20:00:00,-28.14323,153.51169,1.050,2.200,12.500,5.110,21.47,82.86,0.03,154.11
Bilinga,4224,1666089000,2022-10-18T20:30:00,-28.14322,153.51167,0.930,1.850,13.330,4.520,21.47,80.58,0.01,178.02
Bilinga,4224,1666090800,2022-10-18T21:00:00,-28.14323,153.51156,0.950,1.940,12.500,4.750,21.47,82.95,0.03,45.63
Bilinga,4224,1666092600,2022-10-18T21:30:00,-28.14325,153.51146,0.960,1.870,13.330,4.720,21.47,81.11,0.08,226.02
Bilinga,4224,1666094400,2022-10-18T22:00:00,-28.14323,153.51144,0.950,2.090,13.330,4.520,21.43,80.93,0.06,208.26
Bilinga,4224,1666096200,2022-10-18T22:30:00,-28.14325,153.51146,0.990,1.500,12.500,4.630,21.38,81.28,0.06,193.14
Bilinga,4224,1666098000,2022-10-18T23:00:00,-28.14326,153.51148,0.960,1.610,13.330,4.490,21.38,82.60,0.04,188.22
Bilinga,4224,1666099800,2022-10-18T23:30:00,-28.14326,153.51146,0.960,2.130,13.330,4.800,21.38,81.28,0.03,134.15
Bilinga,4224,1666101600,2022-10-19T00:00:00,-28.14325,153.51139,0.960,1.440,13.330,4.850,21.43,77.85,0.03,188.84
Bilinga,4224,1666103400,2022-10-19T00:30:00,-28.14320,153.51124,0.910,1.600,13.330,4.770,21.47,81.37,0.06,172.92
Bilinga,4224,1666105200,2022-10-19T01:00:00,-28.14315,153.51116,0.940,1.790,11.760,4.470,21.43,79.87,0.03,189.98
Bilinga,4224,1666107000,2022-10-19T01:30:00,-28.14310,153.51114,0.980,1.620,13.330,4.730,21.43,79.26,0.02,183.82
Bilinga,4224,1666108800,2022-10-19T02:00:00,-28.14304,153.51107,0.940,1.690,13.330,4.690,21.47,81.72,0.02,142.07
Bilinga,4224,1666110600,2022-10-19T02:30:00,-28.14305,153.51107,0.990,1.610,12.500,4.540,21.47,82.25,0.00,50.81
Bilinga,4224,1666112400,2022-10-19T03:00:00,-28.14308,153.51109,0.950,1.480,13.330,4.540,21.43,79.00,0.03,250.20
Bilinga,4224,1666114200,2022-10-19T03:30:00,-28.14319,153.51120,0.940,1.570,12.500,4.720,21.43,81.90,0.03,159.91
Bilinga,4224,1666116000,2022-10-19T04:00:00,-28.14320,153.51126,0.910,1.680,12.500,4.320,21.43,78.20,0.02,218.73
Bilinga,4224,1666117800,2022-10-19T04:30:00,-28.14325,153.51135,0.920,1.660,12.500,4.320,21.38,79.00,0.04,174.42
Bilinga,4224,1666119600,2022-10-19T05:00:00,-28.14326,153.51144,0.940,1.530,12.500,4.400,21.38,80.14,0.06,178.11
Bilinga,4224,1666121400,2022-10-19T05:30:00,-28.14326,153.51154,0.900,1.790,4.650,4.110,21.34,59.39,0.07,166.95
Bilinga,4224,1666123200,2022-10-19T06:00:00,-28.14325,153.51163,0.940,1.680,12.500,4.290,21.25,80.40,0.07,130.11
Bilinga,4224,1666125000,2022-10-19T06:30:00,-28.14323,153.51176,0.930,1.710,11.760,4.250,21.25,80.14,0.09,170.99
Bilinga,4224,1666126800,2022-10-19T07:00:00,-28.14323,153.51180,0.940,1.470,11.760,4.250,21.25,83.48,0.14,135.30
Bilinga,4224,1666128600,2022-10-19T07:30:00,-28.14322,153.51182,0.920,1.600,12.500,4.240,21.25,86.03,0.08,133.19
Bilinga,4224,1666130400,2022-10-19T08:00:00,-28.14323,153.51182,0.910,1.500,11.760,4.080,21.25,87.52,0.10,137.05
Bilinga,4224,1666132200,2022-10-19T08:30:00,-28.14322,153.51182,0.920,1.400,12.500,4.280,21.25,87.79,0.14,132.22
Bilinga,4224,1666134000,2022-10-19T09:00:00,-28.14322,153.51184,0.920,1.620,11.760,4.180,21.25,81.37,0.12,117.36
Bilinga,4224,1666135800,2022-10-19T09:30:00,-28.14323,153.51180,0.980,1.670,12.500,4.410,21.25,86.91,0.09,126.51
Bilinga,4224,1666137600,2022-10-19T10:00:00,-28.14322,153.51182,0.950,1.490,11.110,4.100,21.25,84.97,0.12,108.66
Bilinga,4224,1666139400,2022-10-19T10:30:00,-28.14322,153.51184,0.980,1.620,12.500,4.340,21.34,87.26,0.12,130.20
Bilinga,4224,1666141200,2022-10-19T11:00:00,-28.14323,153.51180,0.930,1.370,12.500,4.150,21.25,83.04,0.07,139.43
Bilinga,4224,1666143000,2022-10-19T11:30:00,-28.14323,153.51180,0.970,1.480,12.500,4.470,21.25,88.40,0.13,152.62
Bilinga,4224,1666144800,2022-10-19T12:00:00,-28.14322,153.51180,0.900,1.590,12.500,4.240,21.25,87.17,0.15,148.40
Bilinga,4224,1666146600,2022-10-19T12:30:00,-28.14325,153.51178,0.940,1.550,4.880,4.160,21.25,65.90,0.13,138.29
Bilinga,4224,1666148400,2022-10-19T13:00:00,-28.14325,153.51178,0.910,1.440,12.500,4.340,21.25,81.90,0.11,148.84
